ids,sentences,OCR
11.30.2.2,sva-kule yādavarṣabhaḥ,sva-kule yadavarsabhah
11.30.2.3,preyasīṁ sarva-netrāṇāṁ,preyasim sarva-netranam
11.30.2.4,tanuṁ sa katham atyajat,tanum sa katham atyajat
11.30.3.1,pratyākraṣṭuṁ nayanam abalā yatra lagnaṁ na śekuḥ,pratyakrastum nayanam abala yatra lagnam na sekuh
11.30.3.2,karṇāviṣṭaṁ na sarati tato yat satām ātma-lagnam,karnavistam na sarati tato yat satam atma-lagnam
11.30.3.3,yac-chrīr vācāṁ janayati ratiṁ kiṁ nu mānaṁ kavīnāṁ,yac-chrir vacam janayati ratim kim nu manam kavinam
11.30.3.4,dṛṣṭvā jiṣṇor yudhi ratha-gataṁ yac ca tat-sāmyam īyuḥ,drstva jisnor yudhi ratha-gatam yac ca tat-samyam Tyuh
11.30.4.1,śrī ṛṣir uvāca,Sri rsir uvaca
11.30.5.1,śrī-bhagavān uvāca,Sri-bhagavan uvaca
11.30.6.1,striyo bālāś ca vṛddhāś ca,striyo balas ca vrddhas ca
11.30.6.2,śaṅkhoddhāraṁ vrajantv itaḥ,Ssankhoddharam vrajanty itah
11.30.6.3,vayaṁ prabhāsaṁ yāsyāmo,vayam prabhasam yasyamo
11.30.6.4,yatra pratyak sarasvatī,yatra pratyak sarasvati
11.30.7.1,tatrābhiṣicya śucaya,tatrabhisicya sucaya
11.30.7.2,upoṣya su-samāhitāḥ,uposya su-samahitah
11.30.7.3,devatāḥ pūjayiṣyāmaḥ,devatah pujayisyamah
11.30.7.4,snapanālepanārhaṇaiḥ,snapanalepanarhanaih
11.30.8.1,brāhmaṇāṁs tu mahā-bhāgān,brahmanams tu maha-bhagan
11.30.8.2,kṛta-svastyayanā vayam,krta-svastyayana vayam
11.30.8.3,go-bhū-hiraṇya-vāsobhir,go-bhu-hiranya-vasobhir
11.30.8.4,gajāśva-ratha-veśmabhiḥ,gajasva-ratha-vesmabhih
11.30.9.1,vidhir eṣa hy ariṣṭa-ghno,vidhir esa hy arista-ghno
11.30.9.2,maṅgalāyanam uttamam,mangalayanam uttamam
11.30.9.3,deva-dvija-gavāṁ pūjā,deva-dvija-gavam puja
11.30.9.4,bhūteṣu paramo bhavaḥ,bhutesu paramo bhavah
11.30.10.1,iti sarve samākarṇya,iti sarve samakarnya
11.30.10.2,yadu-vṛddhā madhu-dviṣaḥ,yadu-vrddha madhu-dvisah
11.30.10.3,tatheti naubhir uttīrya,tatheti naubhir uttirya
11.30.10.4,prabhāsaṁ prayayū rathaiḥ,prabhasam prayayu rathaih
11.30.11.1,tasmin bhagavatādiṣṭaṁ,tasmin bhagavatadistam
11.30.11.2,yadu-devena yādavāḥ,yadu-devena yadavah
11.30.11.3,cakruḥ paramayā bhaktyā,cakruh paramaya bhaktya
11.30.11.4,sarva-śreyopabṛṁhitam,sarva-sreyopabrmhitam
11.30.12.1,tatas tasmin mahā-pānaṁ,tatas tasmin maha-panam
11.30.12.2,papur maireyakaṁ madhu,papur maireyakam madhu
11.30.12.3,diṣṭa-vibhraṁśita-dhiyo,dista-vibhrams§ita-dhiyo
11.30.12.4,yad-dravair bhraśyate matiḥ,yad-dravair bhrasyate matih
11.30.13.1,mahā-pānābhimattānāṁ,maha-panabhimattanam
11.30.13.2,vīrāṇāṁ dṛpta-cetasām,viranam drpta-cetasam
11.30.13.3,kṛṣṇa-māyā-vimūḍhānāṁ,krsna-maya-vimuadhanam
11.30.13.4,saṅgharṣaḥ su-mahān abhūt,sangharsah su-mahan abhut
11.30.14.1,yuyudhuḥ krodha-saṁrabdhā,yuyudhuh krodha-samrabdha
11.30.14.2,velāyām ātatāyinaḥ,velayam atatayinah
11.30.14.3,dhanurbhir asibhir bhallair,dhanurbhir asibhir bhallair
11.30.14.4,gadābhis tomararṣṭibhiḥ,gadabhis tomararstibhih
11.30.15.1,patat-patākai ratha-kuñjarādibhiḥ,patat-patakai ratha-kunjaradibhih
11.30.15.2,kharoṣṭra-gobhir mahiṣair narair api,kharostra-gobhir mahisair narair api
11.30.15.3,mithaḥ sametyāśvataraiḥ su-durmadā,mithah sametyasvataraih su-durmada
11.30.15.4,nyahan śarair dadbhir iva dvipā vane,nyahan sarair dadbhir iva dvipa vane
11.30.16.1,pradyumna-sāmbau yudhi rūḍha-matsarāv,pradyumna-sambau yudhi rudha-matsarav
11.30.16.2,akrūra-bhojāv aniruddha-sātyakī,akrura-bhojav aniruddha-satyak
11.30.16.3,subhadra-saṅgrāmajitau su-dāruṇau,subhadra-sangramajitau su-darunau
11.30.16.4,gadau sumitrā-surathau samīyatuḥ,gadau sumitra-surathau samiyatuh
11.30.17.1,anye ca ye vai niśaṭholmukādayaḥ,anye ca ye vai nisatholmukadayah
11.30.17.2,sahasrajic-chatajid-bhānu-mukhyāḥ,sahasrajic-chatajid-bhanu-mukhyah
11.30.17.3,anyonyam āsādya madāndha-kāritā,anyonyam asadya madandha-karita
11.30.17.4,jaghnur mukundena vimohitā bhṛśam,jaghnur mukundena vimohita bhrésam
11.30.18.1,dāśārha-vṛṣṇy-andhaka-bhoja-sātvatā,dasarha-vrsny-andhaka-bhoja-satvata
11.30.18.2,madhv-arbudā māthura-śūrasenāḥ,madhv-arbuda mathura-surasenah
11.30.18.3,visarjanāḥ kukurāḥ kuntayaś ca,visarjanah kukurah kuntayas ca
11.30.18.4,mithas tu jaghnuḥ su-visṛjya sauhṛdam,mithas tu jaghnuh su-visrjya sauhrdam
11.30.19.1,putrā ayudhyan pitṛbhir bhrātṛbhiś ca,putra ayudhyan pitrbhir bhratrbhis ca
11.30.19.2,svasrīya-dauhitra-pitṛvya-mātulaiḥ,svasrtya-dauhitra-pitrvya-matulaih
11.30.19.3,mitrāṇi mitraiḥ suhṛdaḥ suhṛdbhir,mitrani mitraih suhrdah suhrdbhir
11.30.19.4,jñātīṁs tv ahan jñātaya eva mūḍhāḥ,natims tv ahan jnataya eva mudhah
11.30.20.1,śareṣu hīyamāneṣu,Ssaresu hyamanesu
11.30.20.2,bhajyamāneṣu dhanvasu,bhajyamanesu dhanvasu
11.30.20.3,śastreṣu kṣīyamāneṣu,Sastresu kstyamanesu
11.30.20.4,muṣṭibhir jahrur erakāḥ,mustibhir jahrur erakah
11.30.21.1,tā vajra-kalpā hy abhavan,ta vajra-kalpa hy abhavan
11.30.21.2,parighā muṣṭinā bhṛtāḥ,parigha mustina bhrtah
11.30.21.3,jaghnur dviṣas taiḥ kṛṣṇena,jaghnur dvisas taih krsnena
11.30.21.4,vāryamāṇās tu taṁ ca te,varyamanas tu tam ca te
11.30.22.1,pratyanīkaṁ manyamānā,pratyanikam manyamana
11.30.22.2,balabhadraṁ ca mohitāḥ,balabhadram ca mohitah
11.30.22.3,hantuṁ kṛta-dhiyo rājann,hantum krta-dhiyo rajann
11.30.22.4,āpannā ātatāyinaḥ,apanna atatayinah
11.30.23.1,atha tāv api saṅkruddhāv,atha tav api sankruddhav
11.30.23.2,udyamya kuru-nandana,udyamya kuru-nandana
11.30.23.3,erakā-muṣṭi-parighau,eraka-musti-parighau
11.30.23.4,carantau jaghnatur yudhi,carantau jaghnatur yudhi
11.30.24.1,brahma-śāpopasṛṣṭānāṁ,brahma-sapopasrstanam
11.30.24.2,kṛṣṇa-māyāvṛtātmanām,krsna-mayavrtatmanam
11.30.24.3,spardhā-krodhaḥ kṣayaṁ ninye,spardha-krodhah ksayam ninye
11.30.24.4,vaiṇavo ’gnir yathā vanam,vainavo 'gnir yatha vanam
11.30.25.1,evaṁ naṣṭeṣu sarveṣu,evam nastesu sarvesu
11.30.25.2,kuleṣu sveṣu keśavaḥ,kulesu svesu kesavah
11.30.25.3,avatārito bhuvo bhāra,avatarito bhuvo bhara
11.30.25.4,iti mene ’vaśeṣitaḥ,it mene 'vasesitah
11.30.26.1,rāmaḥ samudra-velāyāṁ,ramah samudra-velayam
11.30.26.2,yogam āsthāya pauruṣam,yogam asthaya paurusam
11.30.26.3,tatyāja lokaṁ mānuṣyaṁ,tatyaja lokam manusyam
11.30.26.4,saṁyojyātmānam ātmani,samyojyatmanam atmani
11.30.27.1,rāma-niryāṇam ālokya,rama-niryanam alokya
11.30.27.2,bhagavān devakī-sutaḥ,bhagavan devaki-sutah
11.30.27.3,niṣasāda dharopasthe,nisasada dharopasthe
11.30.27.4,tuṣṇīm āsādya pippalam,tusnim asadya pippalam
11.30.28-32.1,bibhrac catur-bhujaṁ rūpaṁ,bibhrac catur-bhujam rupam
11.30.28-32.2,bhrājiṣṇu prabhayā svayā,bhrajisnu prabhaya svaya
11.30.28-32.3,diśo vitimirāḥ kurvan,diso vitimirah kurvan
11.30.28-32.4,vidhūma iva pāvakaḥ,vidhuma iva pavakah
11.30.33.1,muṣalāvaśeṣāyaḥ-khaṇḍa-,musalavaSsesayah-khanda-
11.30.33.2,kṛteṣur lubdhako jarā,krtesur lubdhako jara
11.30.33.3,mṛgāsyākāraṁ tac-caraṇaṁ,mrgasyakaram tac-caranam
11.30.33.4,vivyādha mṛga-śaṅkayā,vivyadha mrga-Ssankaya
11.30.34.1,catur-bhujaṁ taṁ puruṣaṁ,catur-bhujam tam purusam
11.30.34.2,dṛṣṭvā sa kṛta-kilbiṣaḥ,drstva sa krta-kilbisah
11.30.34.3,bhītaḥ papāta śirasā,bhitah papata sirasa
11.30.34.4,pādayor asura-dviṣaḥ,padayor asura-dvisah
11.30.35.1,ajānatā kṛtam idaṁ,ajanata krtam idam
11.30.35.2,pāpena madhusūdana,papena madhusudana
11.30.35.3,kṣantum arhasi pāpasya,ksantum arhasi papasya
11.30.35.4,uttamaḥśloka me ’nagha,uttamahsloka me 'nagha
11.30.36.1,yasyānusmaraṇaṁ nṛṇām,yasyanusmaranam nrnam
11.30.36.2,ajñāna-dhvānta-nāśanam,ajnana-dhvanta-nasanam
11.30.36.3,vadanti tasya te viṣṇo,vadanti tasya te visno
11.30.36.4,mayāsādhu kṛtaṁ prabho,mayasadhu krtam prabho
11.30.37.1,tan māśu jahi vaikuṇṭha,tan masu jahi vaikuntha
11.30.37.2,pāpmānaṁ mṛga-lubdhakam,papmanam mrga-lubdhakam
11.30.37.3,yathā punar ahaṁ tv evaṁ,yatha punar aham tv evam
11.30.37.4,na kuryāṁ sad-atikramam,na kuryam sad-atikramam
11.30.38.1,yasyātma-yoga-racitaṁ na vidur viriñco,yasyatma-yoga-racitam na vidur virinco
11.30.38.2,rudrādayo ’sya tanayāḥ patayo girāṁ ye,rudradayo 'sya tanayah patayo giram ye
11.30.38.3,tvan-māyayā pihita-dṛṣṭaya etad añjaḥ,tvan-mayaya pihita-drstaya etad anjah
11.30.38.4,kiṁ tasya te vayam asad-gatayo gṛṇīmaḥ,kim tasya te vayam asad-gatayo grnimah
11.30.39.1,śrī-bhagavān uvāca,Sri-bhagavan uvaca
11.30.40.1,ity ādiṣṭo bhagavatā,ity adisto bhagavata
11.30.40.2,kṛṣṇenecchā-śarīriṇā,krsneneccha-Saririna
11.30.40.3,triḥ parikramya taṁ natvā,trih parikramya tam natva
11.30.40.4,vimānena divaṁ yayau,vimanena divam yayau
11.30.41.1,dārukaḥ kṛṣṇa-padavīm,darukah krsna-padavim
11.30.41.2,anvicchann adhigamya tām,anvicchann adhigamya tam
11.30.41.3,vāyuṁ tulasikāmodam,vayum tulasikamodam
11.30.41.4,āghrāyābhimukhaṁ yayau,aghrayabhimukham yayau
11.30.42.1,taṁ tatra tigma-dyubhir āyudhair vṛtaṁ,tam tatra tigma-dyubhir ayudhair vrtam
11.30.42.2,hy aśvattha-mūle kṛta-ketanaṁ patim,hy asvattha-mule krta-ketanam patim
11.30.42.3,sneha-plutātmā nipapāta pādayo,sneha-plutatma nipapata padayo
11.30.42.4,rathād avaplutya sa-bāṣpa-locanaḥ,rathad avaplutya sa-baspa-locanah
11.30.43.1,apaśyatas tvac-caraṇāmbujaṁ prabho,apasyatas tvac-caranambuyjam prabho
11.30.43.2,dṛṣṭiḥ praṇaṣṭā tamasi praviṣṭā,drstih pranasta tamasi pravista
11.30.43.3,diśo na jāne na labhe ca śāntiṁ,diso na jane na labhe ca santim
11.30.43.4,yathā niśāyām uḍupe praṇaṣṭe,yatha nisayam udupe pranaste
11.30.44.1,iti bruvati sūte vai,iti bruvati sute vai
11.30.44.2,ratho garuḍa-lāñchanaḥ,ratho garuda-lanchanah
11.30.44.3,kham utpapāta rājendra,kham utpapata rajendra
11.30.44.4,sāśva-dhvaja udīkṣataḥ,sasva-dhvaja udiksatah
11.30.45.1,tam anvagacchan divyāni,tam anvagacchan divyani
11.30.45.2,viṣṇu-praharaṇāni ca,visnu-praharanani ca
11.30.45.3,tenāti-vismitātmānaṁ,tenati-vismitatmanam
11.30.45.4,sūtam āha janārdanaḥ,sutam aha janardanah
11.30.46.1,gaccha dvāravatīṁ sūta,gaccha dvaravatim suta
11.30.46.2,jñātīnāṁ nidhanaṁ mithaḥ,natinam nidhanam mithah
11.30.46.3,saṅkarṣaṇasya niryāṇaṁ,sankarsanasya niryanam
11.30.46.4,bandhubhyo brūhi mad-daśām,bandhubhyo brahi mad-dasam
11.30.47.1,dvārakāyāṁ ca na stheyaṁ,dvarakayam ca na stheyam
11.30.47.2,bhavadbhiś ca sva-bandhubhiḥ,bhavadbhis ca sva-bandhubhih
11.30.47.3,mayā tyaktāṁ yadu-purīṁ,maya tyaktam yadu-purim
11.30.47.4,samudraḥ plāvayiṣyati,samudrah plavayisyati
11.30.48.1,svaṁ svaṁ parigrahaṁ sarve,svam svam parigraham sarve
11.30.48.2,ādāya pitarau ca naḥ,adaya pitarau ca nah
11.30.48.3,arjunenāvitāḥ sarva,arjunenavitah sarva
11.30.48.4,indraprasthaṁ gamiṣyatha,indraprastham gamisyatha
11.30.49.1,tvaṁ tu mad-dharmam āsthāya,tvam tu mad-dharmam asthaya
11.30.49.2,jñāna-niṣṭha upekṣakaḥ,inana-nistha upeksakah
11.30.49.3,man-māyā-racitām etāṁ,man-maya-racitam etam
11.30.49.4,vijñayopaśamaṁ vraja,viinayopasamam vraja
11.30.50.1,ity uktas taṁ parikramya,ity uktas tam parikramya
11.30.50.2,namaskṛtya punaḥ punaḥ,namaskrtya punah punah
11.30.50.3,tat-pādau śīrṣṇy upādhāya,tat-padau sirsny upadhaya
11.30.50.4,durmanāḥ prayayau purīm,durmanah prayayau purim
11.31.1.1,śrī-śuka uvāca,Sri-Suka uvaca
11.31.2-3.1,pitaraḥ siddha-gandharvā,pitarah siddha-gandharva
11.31.2-3.2,vidyādhara-mahoragāḥ,vidyadhara-mahoragah
11.31.2-3.3,cāraṇā yakṣa-rakṣāṁsi,carana yaksa-raksamsi
11.31.2-3.4,kinnarāpsaraso dvijāḥ,kinnarapsaraso dvijah
11.31.4.1,vavṛṣuḥ puṣpa-varṣāṇi,vavrsuh puspa-varsani
11.31.4.2,vimānāvalibhir nabhaḥ,vimanavalibhir nabhah
11.31.4.3,kurvantaḥ saṅkulaṁ rājan,kurvantah sankulam rajan
11.31.4.4,bhaktyā paramayā yutāḥ,bhaktya paramaya yutah
11.31.5.1,bhagavān pitāmahaṁ vīkṣya,bhagavan pitamaham viksya
11.31.5.2,vibhūtīr ātmano vibhuḥ,vibhatir atmano vibhuh
11.31.5.3,saṁyojyātmani cātmānaṁ,samyojyatmani catmanam
11.31.5.4,padma-netre nyamīlayat,padma-netre nyamilayat
11.31.6.1,lokābhirāmāṁ sva-tanuṁ,lokabhiramam sva-tanum
11.31.6.2,dhāraṇā-dhyāna-maṅgalam,dharana-dhyana-mangalam
11.31.6.3,yoga-dhāraṇayāgneyyā-,yoga-dharanayagneyya-
11.31.6.4,dagdhvā dhāmāviśat svakam,dagdhva dhamavisat svakam
11.31.7.1,divi dundubhayo neduḥ,divi dundubhayo neduh
11.31.7.2,petuḥ sumanasaś ca khāt,petuh sumanasas ca khat
11.31.7.3,satyaṁ dharmo dhṛtir bhūmeḥ,satyam dharmo dhrtir bhumeh
11.31.7.4,kīrtiḥ śrīś cānu taṁ yayuḥ,kirtih $ris canu tam yayuh
11.31.8.1,devādayo brahma-mukhyā,devadayo brahma-mukhya
11.31.8.2,na viśantaṁ sva-dhāmani,na visantam sva-dhamani
11.31.8.3,avijñāta-gatiṁ kṛṣṇaṁ,avijnata-gatim krsnam
11.31.8.4,dadṛśuś cāti-vismitāḥ,dadrsus cati-vismitah
11.31.9.1,saudāmanyā yathākāśe,saudamanya yathakase
11.31.9.2,yāntyā hitvābhra-maṇḍalam,yantya hitvabhra-mandalam
11.31.9.3,gatir na lakṣyate martyais,gatir na laksyate martyais
11.31.9.4,tathā kṛṣṇasya daivataiḥ,tatha krsnasya daivataih
11.31.10.1,brahma-rudrādayas te tu,brahma-rudradayas te tu
11.31.10.2,dṛṣṭvā yoga-gatiṁ hareḥ,drstva yoga-gatim hareh
11.31.10.3,vismitās tāṁ praśaṁsantaḥ,vismitas tam pragamsantah
11.31.10.4,svaṁ svaṁ lokaṁ yayus tadā,svam svam lokam yayus tada
11.31.11.1,rājan parasya tanu-bhṛj-jananāpyayehā,rajan parasya tanu-bhrj-jananapyayeha
11.31.11.2,māyā-viḍambanam avehi yathā naṭasya,maya-vidambanam avehi yatha natasya
11.31.11.3,sṛṣṭvātmanedam anuviśya vihṛtya cānte,srstvatmanedam anuvisya vihrtya cante
11.31.11.4,saṁhṛtya cātma-mahinoparataḥ sa āste,samhrtya catma-mahinoparatah sa aste
11.31.12.1,martyena yo guru-sutaṁ yama-loka-nītaṁ,martyena yo guru-sutam yama-loka-nitam
11.31.12.2,tvāṁ cānayac charaṇa-daḥ paramāstra-dagdham,tvam canayac charana-dah paramastra-dagdham
11.31.12.3,jigye ’ntakāntakam apīśam asāv anīśaḥ,jigye 'ntakantakam apisam asav anisah
11.31.12.4,kiṁ svāvane svar anayan mṛgayuṁ sa-deham,kim svavane svar anayan mrgayum sa-deham
11.31.13.1,tathāpy aśeṣa-sthiti-sambhavāpyayeṣv,tathapy asesa-sthiti-sambhavapyayesy
11.31.13.2,ananya-hetur yad aśeṣa-śakti-dhṛk,ananya-hetur yad a§sesa-Sakti-dhrk
11.31.13.3,naicchat praṇetuṁ vapur atra śeṣitaṁ,naicchat pranetum vapur atra sesitam
11.31.13.4,martyena kiṁ sva-stha-gatiṁ pradarśayan,martyena kim sva-stha-gatim pradarsayan
11.31.14.1,ya etāṁ prātar utthāya,ya etam pratar utthaya
11.31.14.2,kṛṣṇasya padavīṁ parām,krsnasya padavim param
11.31.14.3,prayataḥ kīrtayed bhaktyā,prayatah kirtayed bhaktya
11.31.14.4,tām evāpnoty anuttamām,tam evapnoty anuttamam
11.31.15.1,dāruko dvārakām etya,daruko dvarakam etya
11.31.15.2,vasudevograsenayoḥ,vasudevograsenayoh
11.31.15.3,patitvā caraṇāv asrair,patitva caranav asrair
11.31.15.4,nyaṣiñcat kṛṣṇa-vicyutaḥ,nyasincat krsna-vicyutah
11.31.16-17.1,kathayām āsa nidhanaṁ,kathayam asa nidhanam
11.31.16-17.2,vṛṣṇīnāṁ kṛtsnaśo nṛpa,vrsninam krtsnaso nrpa
11.31.16-17.3,tac chrutvodvigna-hṛdayā,tac chrutvodvigna-hrdaya
11.31.16-17.4,janāḥ śoka-virmūrcchitāḥ,janah soka-virmurcchitah
11.31.18.1,devakī rohiṇī caiva,devaki rohint caiva
11.31.18.2,vasudevas tathā sutau,vasudevas tatha sutau
11.31.18.3,kṛṣṇa-rāmāv apaśyantaḥ,krsna-ramav apasyantah
11.31.18.4,śokārtā vijahuḥ smṛtim,sokarta vijahuh smrtim
11.31.19.1,prāṇāṁś ca vijahus tatra,pranams ca vijahus tatra
11.31.19.2,bhagavad-virahāturāḥ,bhagavad-virahaturah
11.31.19.3,upaguhya patīṁs tāta,upaguhya patims tata
11.31.19.4,citām āruruhuḥ striyaḥ,citam aruruhuh striyah
11.31.20.1,rāma-patnyaś ca tad-deham,rama-patnyas ca tad-deham
11.31.20.2,upaguhyāgnim āviśan,upaguhyagnim avisan
11.31.20.3,vasudeva-patnyas tad-gātraṁ,vasudeva-patnyas tad-gatram
11.31.20.4,pradyumnādīn hareḥ snuṣāḥ,pradyumnadin hareh snusah
11.31.20.5,kṛṣṇa-patnyo ’viśann agniṁ,krsna-patnyo 'visann agnim
11.31.20.6,rukmiṇy-ādyās tad-ātmikāḥ,rukminy-adyas tad-atmikah
11.31.21.1,arjunaḥ preyasaḥ sakhyuḥ,arjunah preyasah sakhyuh
11.31.21.2,kṛṣṇasya virahāturaḥ,krsnasya virahaturah
11.31.21.3,ātmānaṁ sāntvayām āsa,atmanam santvayam asa
11.31.21.4,kṛṣṇa-gītaiḥ sad-uktibhiḥ,krsna-gitaih sad-uktibhih
11.31.22.1,bandhūnāṁ naṣṭa-gotrāṇām,bandhunam nasta-gotranam
11.31.22.2,arjunaḥ sāmparāyikam,arjunah samparayikam
11.31.22.3,hatānāṁ kārayām āsa,hatanam karayam asa
11.31.22.4,yathā-vad anupūrvaśaḥ,yatha-vad anupurvasah
11.31.23.1,dvārakāṁ hariṇā tyaktāṁ,dvarakam harina tyaktam
11.31.23.2,samudro ’plāvayat kṣaṇāt,samudro 'plavayat ksanat
11.31.23.3,varjayitvā mahā-rāja,varjayitva maha-raja
11.31.23.4,śrīmad-bhagavad-ālayam,Ssrimad-bhagavad-alayam
11.31.24.1,nityaṁ sannihitas tatra,nityam sannihitas tatra
11.31.24.2,bhagavān madhusūdanaḥ,bhagavan madhusudanah
11.31.24.3,smṛtyāśeṣāśubha-haraṁ,smrtyasesasubha-haram
11.31.24.4,sarva-maṅgala-maṅgalam,sarva-mangala-mangalam
11.31.25.1,strī-bāla-vṛddhān ādāya,stri-bala-vrddhan adaya
11.31.25.2,hata-śeṣān dhanañjayaḥ,hata-Ssesan dhananjayah
11.31.25.3,indraprasthaṁ samāveśya,indraprastham samavesya
11.31.25.4,vajraṁ tatrābhyaṣecayat,vajram tatrabhyasecayat
11.31.26.1,śrutvā suhṛd-vadhaṁ rājann,Srutva suhrd-vadham rajann
11.31.26.2,arjunāt te pitāmahāḥ,arjunat te pitamahah
11.31.26.3,tvāṁ tu vaṁśa-dharaṁ kṛtvā,tvam tu vamsa-dharam krtva
11.31.26.4,jagmuḥ sarve mahā-patham,jagmuh sarve maha-patham
11.31.27.1,ya etad deva-devasya,ya etad deva-devasya
11.31.27.2,viṣṇoḥ karmāṇi janma ca,visnoh karmani janma ca
11.31.27.3,kīrtayec chraddhayā martyaḥ,kirtayec chraddhaya martyah
11.31.27.4,sarva-pāpaiḥ pramucyate,sarva-papaih pramucyate
11.31.28.1,itthaṁ harer bhagavato rucirāvatāra-,ittham harer bhagavato ruciravatara-
11.31.28.2,vīryāṇi bāla-caritāni ca śantamāni,viryani bala-caritani ca santamani
11.31.28.3,anyatra ceha ca śrutāni gṛṇan manuṣyo,anyatra ceha ca srutani grnan manusyo
11.31.28.4,bhaktiṁ parāṁ paramahaṁsa-gatau labheta,bhaktim param paramahamsa-gatau labheta
11.11.1.1,śrī-bhagavān uvāca,Sri-bhagavan uvaca
11.11.2.1,śoka-mohau sukhaṁ duḥkhaṁ,soka-mohau sukham duhkham
11.11.2.2,dehāpattiś ca māyayā,dehapattis ca mayaya
11.11.2.3,svapno yathātmanaḥ khyātiḥ,svapno yathatmanah khyatih
11.11.2.4,saṁsṛtir na tu vāstavī,samsrtir na tu vastavi
11.11.3.1,vidyāvidye mama tanū,vidyavidye mama tana
11.11.3.2,viddhy uddhava śarīriṇām,viddhy uddhava sartrinam
11.11.3.3,mokṣa-bandha-karī ādye,moksa-bandha-kart adye
11.11.3.4,māyayā me vinirmite,mayaya me vinirmite
11.11.4.1,ekasyaiva mamāṁśasya,ekasyaiva mamamsasya
11.11.4.2,jīvasyaiva mahā-mate,jivasyaiva maha-mate
11.11.4.3,bandho ’syāvidyayānādir,bandho 'syavidyayanadir
11.11.4.4,vidyayā ca tathetaraḥ,vidyaya ca tathetarah
11.11.5.1,atha baddhasya muktasya,atha baddhasya muktasya
11.11.5.2,vailakṣaṇyaṁ vadāmi te,vailaksanyam vadami te
11.11.5.3,viruddha-dharmiṇos tāta,viruddha-dharminos tata
11.11.5.4,sthitayor eka-dharmiṇi,sthitayor eka-dharmini
11.11.6.1,suparṇāv etau sadṛśau sakhāyau,suparnayv etau sadréau sakhayau
11.11.6.2,yadṛcchayaitau kṛta-nīḍau ca vṛkṣe,yadrechayaitau krta-nidau ca vrkse
11.11.6.3,ekas tayoḥ khādati pippalānnam,ekas tayoh khadati pippalannam
11.11.6.4,anyo niranno ’pi balena bhūyān,anyo niranno 'pi balena bhayan
11.11.7.1,ātmānam anyaṁ ca sa veda vidvān,atmanam anyam ca sa veda vidvan
11.11.7.2,apippalādo na tu pippalādaḥ,apippalado na tu pippaladah
11.11.7.3,yo ’vidyayā yuk sa tu nitya-baddho,yo 'vidyaya yuk sa tu nitya-baddho
11.11.7.4,vidyā-mayo yaḥ sa tu nitya-muktaḥ,vidya-mayo yah sa tu nitya-muktah
11.11.8.1,deha-stho ’pi na deha-stho,deha-stho 'pi na deha-stho
11.11.8.2,vidvān svapnād yathotthitaḥ,vidvan svapnad yathotthitah
11.11.8.3,adeha-stho ’pi deha-sthaḥ,adeha-stho 'pi deha-sthah
11.11.8.4,kumatiḥ svapna-dṛg yathā,kumatih svapna-drg yatha
11.11.9.1,indriyair indriyārtheṣu,indriyair indriyarthesu
11.11.9.2,guṇair api guṇeṣu ca,gunair api gunesu ca
11.11.9.3,gṛhyamāṇeṣv ahaṁ kuryān,grhyamanesv aham kuryan
11.11.9.4,na vidvān yas tv avikriyaḥ,na vidvan yas tv avikriyah
11.11.10.1,daivādhīne śarīre ’smin,daivadhine sarire 'smin
11.11.10.2,guṇa-bhāvyena karmaṇā,guna-bhavyena karmana
11.11.10.3,vartamāno ’budhas tatra,vartamano 'budhas tatra
11.11.10.4,kartāsmīti nibadhyate,kartasmiti nibadhyate
11.11.11.1,evaṁ viraktaḥ śayana,evam viraktah sayana
11.11.11.2,āsanāṭana-majjane,asanatana-majjane
11.11.11.3,darśana-sparśana-ghrāṇa-,darsana-sparsana-ghrana-
11.11.11.4,bhojana-śravaṇādiṣu,bhojana-sravanadisu
11.11.11.5,na tathā badhyate vidvān,na tatha badhyate vidvan
11.11.11.6,tatra tatrādayan guṇān,tatra tatradayan gunan
11.11.12-13.1,prakṛti-stho ’py asaṁsakto,prakrti-stho 'py asamsakto
11.11.12-13.2,yathā khaṁ savitānilaḥ,yatha kham savitanilah
11.11.12-13.3,vaiśāradyekṣayāsaṅga-,vaisaradyeksayasanga-
11.11.12-13.4,śitayā chinna-saṁśayaḥ,Sitaya chinna-sams§ayah
11.11.12-13.5,pratibuddha iva svapnān,pratibuddha iva svapnan
11.11.12-13.6,nānātvād vinivartate,nanatvad vinivartate
11.11.14.1,yasya syur vīta-saṅkalpāḥ,yasya syur vita-sankalpah
